canonical_key,title,author,classification,reason,record_count,title_id,intake_refs,sharepoint_paths
title:int pub 005 stage 0 handoff jmp int 202607 sj8k0p,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-SJ8K0P,Jackie Smith Jr,RECONCILIATION_REQUIRED,Record has insufficient evidence for automatic real/test/backlist classification,1,,,
title:test reusable editorial diagnostic shell,TEST — Reusable Editorial Diagnostic Shell,,TEST,Classified from record name/path/status evidence,1,,,
title:int pub 005 stage 0 handoff test flowd gate 003,INT-PUB-005 Stage 0 Handoff — TEST-FLOWD-GATE-003,,TEST,Classified from record name/path/status evidence,1,,,
title:runner contract test,Runner Contract Test,,TEST,Classified from record name/path/status evidence,1,,,https://jmerrill.sharepoint.com/sites/PublishingTeam/Documents/01_Pre-Pipeline/01_Manuscript-Review/00_Intake-Manuscripts/JMP-INT-202606-IP82OF/Original/test-manuscript-placeholder.docx
title:int pub 005 stage 0 handoff jmp int 202606 ba2hx9,INT-PUB-005 Stage 0 Handoff — JMP-INT-202606-BA2HX9,jackie test,TEST,Classified from record name/path/status evidence,1,,,
title:int pub 005 stage 0 handoff jmp int 202606 ip82of,INT-PUB-005 Stage 0 Handoff — JMP-INT-202606-IP82OF,Jackie Stage0Test,RECONCILIATION_REQUIRED,Record has insufficient evidence for automatic real/test/backlist classification,1,,,
title:int pub 005 stage 0 handoff test flowd gate 002,INT-PUB-005 Stage 0 Handoff — TEST-FLOWD-GATE-002,,TEST,Classified from record name/path/status evidence,1,,,
title:int pub 005 stage 0 handoff jmp int 202607 dl2t20,INT-PUB-005 Stage 0 Handoff — JMP-INT-202607-DL2T20,Iyorwuese Hagher,RECONCILIATION_REQUIRED,Record has insufficient evidence for automatic real/test/backlist classification,1,,,
title:int pub 005 stage 0 handoff jmp int 202606 ufyg6o,INT-PUB-005 Stage 0 Handoff — JMP-INT-202606-UFYG6O,Jackie Smith Jr,REAL_ACTIVE,Known real title or live SharePoint/Dataverse editorial evidence,1,,,"https://jmerrillfoundation.sharepoint.com/:w:/r/sites/publishing/Shared%20Documents/02_Active-Pipeline/04_Editorial/Smith,%20Jackie%20Establishing%20Glory-%20The%20Library/02-MANUSCRIPT/240711%20Establishing%20Glory.docx?d=w6d2eb9081c4e496bac20809b41fc4ca1&e=4%3a032bf14f908044b697eacfa056a57f7c&sharingv2=true&fromShare=true&at=9"
title:int pub 005 stage 0 handoff test flowd gate 001,INT-PUB-005 Stage 0 Handoff — TEST-FLOWD-GATE-001,,TEST,Classified from record name/path/status evidence,2,,,
unknown,unknown,,REAL_ACTIVE,Known real title or live SharePoint/Dataverse editorial evidence,1,,,
title:compilation reconciliation,Compilation-Reconciliation,,REAL_ACTIVE,Known real title or live SharePoint/Dataverse editorial evidence,1,,,"/Users/jmerrillone/Library/CloudStorage/OneDrive-JMerrillFoundation,Inc/JM1-PUB/01_Titles/01_Editorial-Review/Compilation-Reconciliation"
title:02 cover design,02_Cover-Design,,REAL_ACTIVE,Known real title or live SharePoint/Dataverse editorial evidence,1,,,"/Users/jmerrillone/Library/CloudStorage/OneDrive-JMerrillFoundation,Inc/JM1-PUB/01_Titles/06_Production/02_Cover-Design"
title:02 interior layout,02_Interior-Layout,,REAL_ACTIVE,Known real title or live SharePoint/Dataverse editorial evidence,1,,,"/Users/jmerrillone/Library/CloudStorage/OneDrive-JMerrillFoundation,Inc/JM1-PUB/01_Titles/06_Production/02_Interior-Layout"
