SOURCE_RECORD_ID,TITLE_NAME,COMMERCIAL_GATE_STATUS,EDITORIAL_GATE_STATUS,STAGE_TRUST_CLASSIFICATION,STRICTER_BOUNDARY
W1-392,The Princess and the Black-Eyed Pea,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-393,The Release of the Spirit,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-394,The Shift,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-395,The Shift,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-396,"The Sun, the Shadow, and the Silence",NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-397,Uncomfortable Conversations with God,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-398,Understanding the Misunderstood,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-399,War Mother,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-400,Warrior's Breed,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-401,Warriors and Angels,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-402,When a Thug Meets Jesus,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-403,Words of a Troubled Soul,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-404,You're Still Not Crazy,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-405,Your Peace Is a Priority,NOT_APPLICABLE,NOT_APPLICABLE,INSUFFICIENT_TRANSITION_EVIDENCE,NONE
W1-406,The General’s Will and Last Testament,NOT_APPLICABLE,NOT_APPLICABLE,LEGACY_GOVERNED_EXCEPTION,NONE
W1-407,The Intentional Leader,NOT_APPLICABLE,NOT_APPLICABLE,LEGACY_GOVERNED_EXCEPTION,NONE
W1-408,The Long Watch,NOT_APPLICABLE,NOT_APPLICABLE,LEGACY_GOVERNED_EXCEPTION,NONE
