"Title / Working Title","Author Public/Pen Name","LifecycleContext","OperationallyActive","Automation Safe?","AutomationLane","ReconciliationReason","Flags","NextManualRecoveryAction"
"Establishing Glory","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Destined to Break the Curse","Sean Smith, Sr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Discipline and Direction","Terry Stephens","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Discipline and Direction","Terry Stephens","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Destined to Break the Curse","Sean Smith, Sr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Divinely Inspired","Regina Scales","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Department of the Air Force: Mission Driven Leadership","USAF","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Destined To Break The Curse Devotional","Sean Smith, Sr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Destined to Break the Curse Devotional","Sean Smith, Sr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Delicious Ideas!","Agape International Cathedral","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Damaged","Lisa Taylor","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Conquer Your Fears and Win","Gloria Patterson","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Delicious Ideas!","Agape International Cathedral","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Damaged","Lisa Taylor","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Department of the Air Force Mission Driven Leadership","USAF","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Conquer Your Fears and Win","Gloria Patterson","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Conquer Your Fears and Win","Gloria Patterson","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Delicious Ideas!","Agape International Cathedral","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Bodacious","Nathaniel Short","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Connected!","Dennis Brown","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Bodacious","Nathaniel Short","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Connected!","Dennis Brown","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Come Out of Hiding","Christina Chislom","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Biblical Prescriptions For Life's Troubles","Terry Stephens","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Come Out of Hiding","Christina Chislom","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"BEE Careful","Deborah Eiland","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"BEE Careful","Deborah Eiland","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"BEE Careful","Deborah Eiland","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"BEE Careful","Deborah Eiland","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Biblical Prescriptions for Life's Troubles","Terry Stephens","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"BEE Careful","Deborah Eiland","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"BEE Careful","Deborah Eiland","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Because the Lord is My Shepherd","Carolyn Booker-Pierce","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Almost Happy","Jaylonna Stevette","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Aligned!","Dennis Brown","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Almost Happy","Jaylonna Stevette","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Because the Lord Is My Shepherd","Carolyn Booker-Pierce","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Aligned!","Dennis Brown","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Are You Sure That You Are Ready?","Ericka Thornton","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"According to Mark","Alice Pryor","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Almost Happy","Jaylonna Stevette","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Are You Sure That You Are Ready?","Ericka Thornton","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Truebies Guide, Part 1","Alesia Corpening","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Truebies Guide, Part 2","Alesia Corpening","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"According to Mark","Alice Pryor","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Truebies Guide, Part 1","Alesia Corpening","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Truebies Guide, Part 2","Alesia Corpening","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Abortion!","Carolyn Booker-Pierce","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Abortion!","Carolyn Booker-Pierce","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"According to Mark","Alice Pryor","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Principal's Tale","Shelley McIntosh","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Portrait of Paradise","Iyorwuese Hagher","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Little Bit of Everything","Eryonna Barrino","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Portrait of Paradise","Iyorwuese Hagher","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Principal's Tale","Shelley McIntosh","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Portrait of Paradise","Iyorwuese Hagher","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"365 Days of Transparency","Daphanny Baker","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"7 Step Jumpstart to Becoming Your Best Self","Ericka Johnson Settles","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"365 Days Of Transparency","Daphanny Baker","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"7 Step Jumpstart to Becoming Your Best Self","Ericka Johnson-Settles","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Little Bit of Everything","Eryonna Barrino","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Blended Family","Shecara Norris","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"7 Step Jumpstart to Becoming Your Best Self","Ericka Johnson Settles","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Blended Family","Shecara Norris","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Blended Family","Shecara Norris","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"27 Days to Overcoming Depression","Donjia Walls","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"100 Wisdom Lessons for Life and Living","J Derrick Johnson","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"100 Wisdom Lessons for Life and Living","J Derrick Johnson","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"100 Wisdom Lessons for Life and Living","J Derrick Johnson","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"27 Days to Overcoming Depression","Donjia Walls","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"100 Wisdom Lessons for Life and Living","J Derrick Johnson","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Melodies from Heaven","Bailey Cunningham","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"A Truebies Guide, Part 1","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Focus, Trust, & Follow","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"What Goes up Must Come down Let's Face It","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"God’s Business Plan","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"The Essence of Life, Love Letters to Christ","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"The I Am in Me Part 2","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Little Bit of Everything","Eryonna Noelle","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Come Out of Hiding","Chistina Chislom","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"The Never Before Told Story of the Gelatin Monster","Nicky Williams","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Hop, Hop, Hop","Tawanna Mars","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Just What I Needed","Andrean Young","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Department of the Air Force: Mission Driven Leadership","Andrew Bowens, Lenetta Banks Williams, Jamichael Hill Beard, Anthony Cain","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"God’s Word For This World","Thomas Johnson, Sr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"God's Word For This World","Thomas Johnson, Sr.","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","LEGACY_DUPLICATE","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"The Little Girl with the Plow","Chistina Chislom","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Connected!","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Destined to Break the Curse Devotional","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory 3","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Department of the Air Force Mission Driven Leadership","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory: The Praise and Worship Handbook","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory: The Relationship Handbook","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Girl, Did You Know…?","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Help God, I Am - the Collection","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Peaches Can Do It!","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"The Little Girl with the Plow!","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Your brain has too much what, mommy","Essence Unique","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Grandmothers Educating Minds","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"The Doctrine of Last Things","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"The I Am in Me","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Your Brain Has Too Much What, Mommy??","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"According to Mark","Alice V. Pryor","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Pretty Wings","Natasha Gilchrist","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"100 Wisdom Lessons for Life and Living","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"A Truebies Guide, Part 2","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"She","Darlene Carson","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Rhyming It up with Church Stuff","Junaita Travis","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
"Establishing Glory","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Establishing Glory 2","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Getting Back 2 Happy: The Chronicles of Tabby (Unabridged)","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"The Fight for the Promiseland: Battle Strategies for Victorious People","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Music Ministry Unplugged: Real Lessons for Those who Lead and Serve in Music Ministry","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"Memoir of a Black Christian Nationalist: Seeds of Liberation (Unabridged)","","RECONCILIATION_REQUIRED","NO","NO_CURRENT_ACTION","Reconciliation","PUBLISHED_BACKLIST_NO_CURRENT_ACTION","RECONCILIATION_REQUIRED","No immediate Jackie action; retain in historical/reconciliation evidence."
"You're Still Not Crazy: You May Be An Empath Dealing With A Narcissist","","RECONCILIATION_REQUIRED","YES","MANUAL_HOLD","Reconciliation","MISSING_ARTIFACT_LINK","RECONCILIATION_REQUIRED","Reconcile source disagreement before action."
