"Title / Working Title","Author Public/Pen Name","LifecycleContext","OperationallyActive","PortalWorkspaceState","Flags"
"Just What I Needed","Andrean Young","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Department of the Air Force: Mission Driven Leadership","Andrew Bowens, Lenetta Banks Williams, Jamichael Hill Beard, Anthony Cain","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"God’s Word For This World","Thomas Johnson, Sr.","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"God's Word For This World","Thomas Johnson, Sr.","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"The Little Girl with the Plow","Chistina Chislom","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Connected!","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Destined to Break the Curse Devotional","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Establishing Glory 3","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Department of the Air Force Mission Driven Leadership","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Establishing Glory: The Praise and Worship Handbook","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Establishing Glory: The Relationship Handbook","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Girl, Did You Know…?","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Help God, I Am - the Collection","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Peaches Can Do It!","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"The Little Girl with the Plow!","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Your brain has too much what, mommy","Essence Unique","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Grandmothers Educating Minds","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"The Doctrine of Last Things","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"The I Am in Me","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Your Brain Has Too Much What, Mommy??","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"According to Mark","Alice V. Pryor","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Pretty Wings","Natasha Gilchrist","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"100 Wisdom Lessons for Life and Living","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"A Truebies Guide, Part 2","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"She","Darlene Carson","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Rhyming It up with Church Stuff","Junaita Travis","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Establishing Glory","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Establishing Glory 2","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Getting Back 2 Happy: The Chronicles of Tabby (Unabridged)","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"The Fight for the Promiseland: Battle Strategies for Victorious People","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Music Ministry Unplugged: Real Lessons for Those who Lead and Serve in Music Ministry","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Memoir of a Black Christian Nationalist: Seeds of Liberation (Unabridged)","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"You're Still Not Crazy: You May Be An Empath Dealing With A Narcissist","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Warriors and Angels: Liberating Inner Power in the Journey of Life","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Your Peace is a Priority: A Devotional Journal","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"The Journey: The Inspiration and Message Behind the Music","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"todays's new title","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"The Great Hair Restart: The Journal","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"The Essence of Life, Love Letters to Christ: Poems of Life and Love from the Pages of the Heart","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"The Great Hair Restart: The Ultimate Guide to Resetting Your Natural Hair Journey with Confidence","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Taylor Made: My Life, My Story","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"More Than A Village: Raising Black Men in America","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Speech Therapy Works!: Juliana's Story","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"My ABCs","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"SHE: An Expose' of Her Insufficiencies","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Loving the Addict: While Taking Care of Yourself First","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Memoir of a Black Christian Nationalist: Seeds of Liberation","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Just What I Needed: Daily Devotional","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Mirror of Refining Insight: An Introspective Look At Pursuing Your Purpose","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Inspirations from God: God is Gooood!","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Jewels by Lady J: A Book of Daily Devotion and Reflection One Day at a Time","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Connected!: Unlocking the DNA of Authentic Prayer - 2nd Edition","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Delicious Ideas!: The Legacy Cookbook","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Discipline and Direction: God's Leadership Style","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Divinely Inspired: Trauma Triumphed","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Come Out Of Hiding: Activating Deliverance","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Because the Lord is My Shepherd: Psalm 23 and Me","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Bodacious: Controversial and Provocative","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Aligned!: Unlocking the DNA of Authentic Faith","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Are You Sure That You Are Ready?: A Guide for Vendors","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"A Principal's Tale: A Self-Determined Leader","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Abortion!: George and Giovanna","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"27 Days to Overcoming Depression: Debunking All the Lies","","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"The I Am In Me Part 2, Second Edition","Tekisha Wimbush","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"The I Am in Me, Second Edition","Tekisha Wimbush","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"The ESSENCE of Life","Tracy Norris","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"The Doctrine of the Last Things","Obadiah Harris","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Grandmothers Educating Minds, 2nd Edition","Toni Kleckley","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Establishing Glory 3: The Marriage Handbook","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Establishing Glory 2: The Relationship Handbook (2nd Edition)","Jackie Smith, Jr.","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"A Trubie's Guide Pt. 1","Alesia Corpening","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"A Trubie's Guide Pt. 2","Alesia Corpening","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"101 Wisdom Lessons for Life and Living","j. Derrick Johnson","RECONCILIATION_REQUIRED","YES","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Untitled","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
"Untitled","","RECONCILIATION_REQUIRED","NO","Workspace state not resolved from title-only row; reconciliation required if external action is active.","RECONCILIATION_REQUIRED"
